R_a_m,d_sb_fl_m,theta_deg,L_ml_m,T0_mn,K_ml_mn_per_m,diameter_m,wall_thickness_mm,embedded_length_m,started_passing,uls_mudline_utilization,uls_fairlead_utilization,sls_utilization,nfa_utilization,fls_utilization,buckling_utilization,mooring_uls_utilization,slack_utilization,governing_constraint,steel_mass_t,total_capex_usd
37.5,22.5,30.96375653207352,43.73213921133976,7.625470504539969,4.630461798847739,9.200000000000003,160.90909090909096,50.0,True,0.2465133931661074,0.21862665877408255,0.08894007394322954,0.7926761176417028,0.9723032044270612,0.9434524899598877,0.9043093300000784,0.05083838032980338,FLS,1793.473108606996,4761239.047752401
37.5,28.333333333333332,37.0730733173104,47.00029550734524,7.602956104867878,4.308483549180092,9.100000000000003,162.90909090909096,50.0,True,0.2484349270054013,0.2132908599618358,0.09035127103380793,0.7964061127103896,0.9953003880778432,0.9095247082520083,0.9058171700499381,0.05108301636888736,FLS,1795.275191840935,4770105.865311075
37.5,34.166666666666664,42.33699923393285,50.73077085074808,7.584366808012362,3.991660221283902,9.100000000000003,162.90909090909096,50.0,True,0.24791767575299894,0.20570615940863202,0.09015827292799937,0.7960351586817843,0.9891047178081028,0.9098780882722873,0.9068262372901655,0.051273871749220226,FLS,1795.275191840935,4775701.578326179
37.5,40.0,46.8476102659946,54.82928049865327,7.569686885375334,3.693282095959181,9.100000000000003,162.90909090909096,50.0,True,0.24746097182304808,0.19812210862893673,0.08999274936419044,0.7956382597522611,0.9836475798040298,0.9101347123308756,0.9076293912821313,0.05142664648857835,FLS,1795.275191840935,4781849.342798037
37.5,45.83333333333333,50.710593137499636,59.21946001479956,7.558449050078465,3.419484067389219,9.100000000000003,162.90909090909096,50.0,True,0.24707689881863326,0.190538785211934,0.08985720531222309,0.795235288855465,0.9790678063548061,0.910331116906314,0.9082497164139502,0.05154495085025606,FLS,1795.275191840935,4788434.612072256
37.5,51.666666666666664,54.027612950715096,63.84116575098268,7.550054226783319,3.171934560059048,9.100000000000003,162.90909090909096,50.0,True,0.24676417928604344,0.18295627960264013,0.08974968356208886,0.7948393156174292,0.975344660219834,0.9104899310910489,0.9087181597980222,0.051634218609301646,FLS,1795.275191840935,4795367.170676531
37.5,57.5,56.88865803962798,68.6476510887299,7.543929037864159,2.9498460149533807,9.100000000000003,162.90909090909096,50.0,True,0.24651529999491886,0.17537469787736187,0.08966640788966755,0.7944580362477034,0.9723844972678127,0.9106246979270197,0.9090647778099473,0.05169996605543073,FLS,1795.275191840935,4802576.898683151
37.5,63.33333333333333,59.370001515179304,73.60272488917181,7.539584061227819,2.7512568360059606,9.100000000000003,162.90909090909096,50.0,True,0.2463207649217719,0.1677941652699792,0.08960324841071933,0.794095477067541,0.9700716365566027,0.910743447863515,0.9093154139420895,0.051747061086401355,FLS,1795.275191840935,4810009.509383814
37.5,69.16666666666666,61.534837857345146,78.67831834614779,7.536616677775846,2.5737713293399938,9.100000000000003,162.90909090909096,50.0,True,0.24617108390282008,0.16021483069697023,0.08955633794729685,0.7937533648937194,0.9682917132730905,0.9108508546614927,0.9094913310465355,0.051779594498281456,FLS,1795.275191840935,4817622.899569279
37.5,75.0,63.43494882292201,83.85254915624212,7.534708040538415,2.4149534156997725,9.100000000000003,162.90909090909096,50.0,True,0.24605778362502684,0.15263687262717748,0.08952235607574525,0.7934320739949607,0.9669432812983054,0.9109496991195554,0.9096093895910641,0.051800854971428716,FLS,1795.275191840935,4825384.2457844205
